id,phase,institution,folder,filename,url,year,doc_type,category,verification,priority,impact_areas,summary,oc_use
270,2,TRU,05_TRU/05_Energy-and-Buildings,2016_TRU_Fortis-Custom-Design-Animal-Health-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Animal_Health_Building_Energy_Assessment40766.pdf,2016,Energy Assessment,Energy-and-Buildings,Link seen on index page,,,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
271,2,TRU,05_TRU/05_Energy-and-Buildings,2016_TRU_Fortis-Custom-Design-Gym-and-CAC-Domestic-Hot-Water-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Gym___CAC_Domestic_Hot_Water_Energy_Assessment40767.pdf,2016,Energy Assessment,Energy-and-Buildings,Link seen on index page,,,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
272,2,TRU,05_TRU/05_Energy-and-Buildings,2016_TRU_Fortis-Custom-Design-Arts-and-Education-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Arts___Education_Building_Energy_Assessment40768.pdf,2016,Energy Assessment,Energy-and-Buildings,Link seen on index page,,,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
273,2,TRU,05_TRU/05_Energy-and-Buildings,2016_TRU_Fortis-Custom-Design-Clock-Tower-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Clock_Tower_Building_Energy_Assessment40769.pdf,2016,Energy Assessment,Energy-and-Buildings,Link seen on index page,,,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
274,2,TRU,05_TRU/05_Energy-and-Buildings,2016_TRU_Fortis-Custom-Design-Culinary-Arts-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Culinary_Arts_Building_Energy_Assessment40770.pdf,2016,Energy Assessment,Energy-and-Buildings,Link seen on index page,,,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
275,2,TRU,05_TRU/05_Energy-and-Buildings,2016_TRU_Fortis-Custom-Design-Science-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Science_Building_Energy_Assessment40771.pdf,2016,Energy Assessment,Energy-and-Buildings,Link seen on index page,,,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
276,2,TRU,05_TRU/07_Curriculum-and-Research,2025_TRU_TRU-Sustainability-Literacy-Assessment-Report-2025.pdf,https://www.tru.ca/__shared/assets/2025-literacy-assessment-report65172.pdf,2025,Sustainability Literacy Assessment,Curriculum-and-Research,Link seen on index page,,,"Sustainability Literacy Assessment series, 2025.",Part of the Sustainability Literacy Assessment time series. Multi-year trend data for benchmarking.
277,2,TRU,05_TRU/07_Curriculum-and-Research,2022_TRU_TRU-Sustainability-Post-Literacy-Assessment-Survey-Student-Report-2022.pdf,https://www.tru.ca/__shared/assets/student-report-2022-sustainability-post-literacy-assessment-survey55959.pdf,2022,Sustainability Literacy Assessment,Curriculum-and-Research,Link seen on index page,,,"Sustainability Literacy Assessment series, 2022.",Part of the Sustainability Literacy Assessment time series. Multi-year trend data for benchmarking.
278,2,TRU,05_TRU/07_Curriculum-and-Research,2021_TRU_TRU-SLAS-2021-Employee-Report.pdf,https://www.tru.ca/__shared/assets/slas-2021-tru-employee-report53380.pdf,2021,Sustainability Literacy Assessment,Curriculum-and-Research,Link seen on index page,,,"Sustainability Literacy Assessment series, 2021.",Part of the Sustainability Literacy Assessment time series. Multi-year trend data for benchmarking.
279,2,TRU,05_TRU/07_Curriculum-and-Research,2021_TRU_TRU-SLAS-2021-Student-Report.pdf,https://www.tru.ca/__shared/assets/slas-2021-tru-student-report53379.pdf,2021,Sustainability Literacy Assessment,Curriculum-and-Research,Link seen on index page,,,"Sustainability Literacy Assessment series, 2021.",Part of the Sustainability Literacy Assessment time series. Multi-year trend data for benchmarking.
280,2,TRU,05_TRU/03_STARS,2022_TRU_TRU-STARS-Report-2022-Platinum-self-hosted-full-submission.pdf,https://www.tru.ca/__shared/assets/tru-stars-report56740.pdf,2022,STARS,STARS,Link seen on index page,,,"STARS series, 2022.",Part of the STARS time series. Multi-year trend data for benchmarking.
281,2,TRU,05_TRU/06_Waste-and-Procurement,2017_TRU_TRU-Workplace-Conservation-Awareness-and-Zero-Waste-Quiz-Results-Fall-2017.pdf,https://www.tru.ca/__shared/assets/TRU_Zero_Waste_201733146.pdf,2017,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2017.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
282,3,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,nd_UBCV_CAP2030-Progress-Dashboard.url,https://planning.ubc.ca/CAP2030dashboard,Ongoing,Dashboard,Plans-and-Strategies,Fetched,,Performance Measurement; Carbon Zero,Interactive scroll dashboard tracking progress by scope area.,Public scorecard UI pattern (status by scope area) for OC's own HTML tracker.
283,3,UBC Vancouver,01_UBC-Vancouver/07_Curriculum-and-Research,nd_UBCV_SEEDS-Sustainability-Library-2-241-projects.url,https://sustain.ubc.ca/programs/seeds-sustainability-program/seeds-sustainability-library,Ongoing,Database,Curriculum-and-Research,Fetched,PRIORITY,Applied Research; Curriculum,"Searchable database of 2,241 student-authored applied sustainability project reports, 2000-2025, across 15 topic tags.",Campus-as-living-lab course-project pipeline plus a searchable metadata schema. Scalable down to OC's Four-Campus Living Lab initiative.
284,3,UBC Vancouver,01_UBC-Vancouver/07_Curriculum-and-Research,nd_UBCV_Sustainability-Scholars-Project-Library.url,https://sustain.ubc.ca/programs/sustainability-scholars-program/project-library,Ongoing,Database,Curriculum-and-Research,Fetched,,Applied Research,"Graduate-level applied-research project library, hundreds of reports since 2011.",Paid student-scholar placement model that delivers operational tools cheaply.
285,3,UBC Vancouver,01_UBC-Vancouver/06_Waste-and-Procurement,nd_UBCV_Sustainable-Purchasing-Guide.url,https://finance.ubc.ca/procure-pay/sustainable-purchasing-guide,Current,Guide,Waste-and-Procurement,Fetched,,Supply Chain,Lifecycle-based purchasing guidance. UBC was Canada's first Fair Trade Campus (2011).,Necessary/reuse/repair/dispose decision-tree framing.
286,3,UBC Vancouver,01_UBC-Vancouver/06_Waste-and-Procurement,nd_UBCV_Supplier-Code-of-Conduct.url,https://finance.ubc.ca/doing-business-with-ubc/inclusion-in-procurement/supplier-code-of-conduct/,Current,Policy,Waste-and-Procurement,Landing page only,,Supply Chain,"Labour-standard and environmental requirements (min 30% recycled packaging content), ILO-aligned.",Ready clause set to adapt into an OC procurement policy.
287,3,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,nd_UBCV_Internal-Carbon-Pricing-Project.url,https://sds.ubc.ca/node/140,Recent,Policy/Tool,Climate-and-GHG-Reporting,Landing page only,PRIORITY,Investment; Carbon Zero,"Recommends and pilots a $250/tCO2e internal shadow price on capital and energy projects, Board-endorsed for piloting.",The $250/tCO2e figure and the phased pilot-then-scale rollout. Direct input to OC's carbon liability calculation.
288,3,UBC Vancouver,01_UBC-Vancouver/04_Transportation,nd_UBCV_UBC-Sustainability-Dashboards-overview-energy-water-waste-transport.url,https://sustain.ubc.ca/dashboard/overview,Ongoing,Dashboard,Transportation,Fetched,PRIORITY,Performance Measurement; Communications,"Public interactive dashboards with green/yellow/red status against annual targets, plus downloadable open data.","Status-colour KPI dashboard pattern, directly portable to OC's HTML trackers."
289,3,UBC Vancouver,01_UBC-Vancouver/05_Energy-and-Buildings,nd_UBCV_Campus-Energy-Visualization-Map.url,https://facilities.ubc.ca/infrastructure-and-systems/utilities-metrics-and-data/campus-energy-visualization-map/,Ongoing,Dashboard,Energy-and-Buildings,Seen in search,,Infrastructure (Energy/Water),Building-level energy and water visualization.,"Building-level rather than campus-aggregate granularity, relevant to OC's 45-building portfolio."
290,3,UBC Vancouver,01_UBC-Vancouver/05_Energy-and-Buildings,nd_UBCV_Green-Labs-Certification-Program.url,https://sustain.ubc.ca/programs/green-labs-program/green-lab-certification,Ongoing,Program,Energy-and-Buildings,Seen in search,,Infrastructure; Applied Research,"Lab-level certification covering energy, water, chemicals and waste.",Certification checklist structure for OC science and trades labs.
291,3,UBC Vancouver,01_UBC-Vancouver/03_STARS,2015_UBCV_STARS-Report-2015-v2.0-Gold-expired-2018.url,https://reports.aashe.org/institutions/university-of-british-columbia-bc/report/2015-08-04/,2015,STARS,STARS,Fetched,,Policy/Planning,"UBC's most recent STARS submission. Gold, now expired. No submission since.",Credit-by-credit scorecard to see how a Gold peer answered each credit. Note UBC-V is NOT a live STARS comparator.
292,3,UBC Vancouver,01_UBC-Vancouver/06_Waste-and-Procurement,nd_UBCV_Food-Security-Initiative-Terms-of-Reference.url,https://wellbeing.ubc.ca/FSITermsofReference,n.d.,Governance,Waste-and-Procurement,Landing page only,,Organizational Structure,Governance charter for a cross-unit food security initiative.,ToR template for standing up a cross-departmental working group.
293,3,UBC Okanagan,02_UBC-Okanagan/04_Transportation,nd_UBCO_ProPass-employee-transit-pass-program.url,https://campusplanning.ok.ubc.ca/transportation/travel-options/transit/propass/,Ongoing,Program,Transportation,Fetched,PRIORITY,Transportation,"Employer-subsidized transit pass: 35% UBCO subsidy + 15% Kelowna Regional Transit discount = 50% off ($40/mo vs $80/mo), via BC Transit's Umo app.","A ready-made staff TDM incentive OC could negotiate directly with BC Transit. Note OC's employee parking is a taxable benefit, so check tax treatment."
294,3,UBC Okanagan,02_UBC-Okanagan/04_Transportation,nd_UBCO_UBCO-U-Pass-BC-FAQ-program-terms.url,https://trek.sites.olt.ubc.ca/okanagan-campus/ubco-upass-faq/,Ongoing,Program,Transportation,Fetched,PRIORITY,Transportation,"$50/semester nominal, $45 after 10% subsidy; mandatory with defined exemptions; unlimited Kelowna Transit + HandyDART; $3,000/yr Transportation Hardship Fund.",Exemption criteria and hardship-fund language directly reusable for OC's open U-Pass question (#5).
295,3,UBC Okanagan,02_UBC-Okanagan/09_Indigenous-and-Engagement,nd_UBCO_UBC-Okanagan-Indigenous-Engagement-TRC-Commitments.url,https://ok.ubc.ca/about/indigenous-engagement/,Ongoing,Program,Indigenous-and-Engagement,Fetched,PRIORITY,Indigenous relationality; Curriculum; Training,"Five formal 2019 TRC-response commitments including the Bachelor of Nsyilxcn Fluency, a first in Canada.","Concrete, fundable actions OC could scope with the Okanagan Nation Alliance. Serves OC's Layer 0 and open question #9."
296,3,UBC Okanagan,02_UBC-Okanagan/09_Indigenous-and-Engagement,2015_UBCO_Okanagan-Charter-Final-Development-Report.url,https://open.library.ubc.ca/soa/cIRcle/collections/53926/items/1.0372504,2015,Charter,Indigenous-and-Engagement,Seen in search,,Engagement; Policy/Planning,"Founding document of the Okanagan Charter for Health Promoting Universities and Colleges, created at UBCO in 2015.","Formal adoption would tie OC's plan to a movement born in its own region. Low cost, high symbolic value."
297,3,UBC Okanagan,02_UBC-Okanagan/11_Climate-Risk-and-Resilience,2022_UBCO_Climate-Resilient-Kelowna-Tracker.url,https://climateresilience.kelowna.ca/,Ongoing (data to 2022),Dashboard,Climate-Risk-and-Resilience,Fetched,,Performance Measurement; Carbon Zero,"Live public dashboard tracking Kelowna community GHG (730,000 tCO2e in 2007 to 800,000 in 2022) against a 2030 target of 440,900 tCO2e.","UI model for OC's public tracker, and the community inventory boundary OC Kelowna sits inside."
298,3,UVic,03_UVic/01_Plans-and-Strategies,2023_UVic_CSAP-2030-Actions-interactive-web-page.url,https://www.uvic.ca/about-uvic/climate-sustainability-plan/csap-actions.php,2023-ongoing,Web tool,Plans-and-Strategies,Fetched,,Communications,"Web-native breakdown of the 4 pillars and goals with example actions. No PDF, no dashboard.",Low-cost pattern for publishing a living action tracker without building a full dashboard.
299,3,UVic,03_UVic/06_Waste-and-Procurement,nd_UVic_Sustainable-Procurement-Initiative.url,https://www.uvic.ca/purchasing/vendors/sustainableprocurement/index.php,Current,Program,Waste-and-Procurement,Fetched,PRIORITY,Supply Chain,Three-part program: Supplier Code of Conduct + EcoVadis third-party ESG auditing + supplier selection. UVic states it is the first Canadian university to partner with EcoVadis.,"A reusable 3-part supply-chain governance model, including a scored third-party audit tool ahead of Bill S-211 compliance."
300,3,UVic,03_UVic/08_Governance-and-Policy,nd_UVic_UVic-Foundation-Responsible-Investment-program-page.url,https://www.uvic.ca/uvic-foundation/responsible-investment/index.php,Current,Web page,Governance-and-Policy,Fetched,,Investment,References a 2022 Responsible Investment Report with decarbonization progress.,Separate investment vs operations climate reporting as a governance pattern.
301,3,UVic,03_UVic/08_Governance-and-Policy,2019_UVic_UVic-$80M-fossil-fuel-divestment-news-coverage.url,https://www.cbc.ca/news/canada/british-columbia/uvic-fossil-fuel-investments-1.5899220,2019-2020,News,Governance-and-Policy,Seen in search,,Investment,"UVic moved ~$80M of its Working Capital Fund to a fossil-fuel-free vehicle, ahead of the 2021 Foundation policy.","Precedent for staging divestment: working capital first, endowment policy second."
302,3,UVic,03_UVic/08_Governance-and-Policy,nd_UVic_Sustainability-Advisory-Committee-mandate.url,https://www.uvic.ca/campusplanning/about/committees/sustainabilityadvisorycommittee/index.php,Current,Governance,Governance-and-Policy,Fetched,,Organizational Structure,"Cross-campus committee of admin, staff, students and faculty supporting plan implementation.",Membership model for OC's own sustainability governance body.
303,3,UVic,03_UVic/01_Plans-and-Strategies,nd_UVic_UN-Sustainable-Development-Goals-at-UVic.url,https://www.uvic.ca/about-uvic/un-sdg-uvic/index.php,Current,Web page,Plans-and-Strategies,Seen in search,,UNSDGs,"Maps academic, research and operational activity to the UN SDGs.",A working SDG-mapping page OC could mirror to close its 'no UNSDG assessment undertaken' baseline gap cheaply.
304,3,UVic,03_UVic/05_Energy-and-Buildings,nd_UVic_District-Energy-Plant-DEP-Electrification-Project.url,https://www.uvic.ca/campusplanning/current-projects/dep-electrification-project/index.php,Current,Project,Energy-and-Buildings,Seen in search,,Infrastructure (Energy); Carbon Zero,Central biomass and district energy plant plus its electrification retrofit toward net zero by 2040.,In-progress CAPEX case study for decarbonizing a legacy central plant.
305,3,UVic,03_UVic/03_STARS,2023_UVic_AASHE-STARS-Report-UVic-Platinum-85.74.url,https://reports.aashe.org/institutions/university-of-victoria-bc/report/2023-12-13/,2023,STARS,STARS,Fetched,PRIORITY,All 4 focus areas,"Platinum, 85.74/100, valid to Mar 2027. Academics 53.50/58, Engagement 36.33/41, Operations 47.47/70, Planning & Admin 27.53/33, Innovation 4/4.",A Platinum-level scoring bar per STARS category. Note Operations is the weakest category even at Platinum (68% of points) - a realistic expectation-setter for OC.
306,3,UVic,03_UVic/03_STARS,2020_UVic_UVic-STARS-Report-2020-Gold-era.url,https://reports.aashe.org/institutions/university-of-victoria-bc/report/2020-05-05/,2020,STARS,STARS,Seen in search,,Performance Measurement,Prior submission cycle before Platinum.,Confirms a Gold 2020 to Platinum 2023 trajectory. Useful for pacing OC's own rating ambition.
307,3,SFU,04_SFU/11_Climate-Risk-and-Resilience,2025_SFU_2030-Sustainability-Climate-and-Resilience-Strategy.url,https://www.sfu.ca/sustainability/sustainability-plan/sustainability-strategy.html,2025-2030,Strategy,Climate-Risk-and-Resilience,Fetched,PRIORITY,Policy/Planning; Climate Resilience; Indigenous relationality,"Current 6-year strategy built on 3 cross-cutting goals rather than siloed pillars, aligned to the SDGs, Race to Zero, the BC Climate Accountability Act and UNDRIP.",A materiality-driven design process OC can replicate when finalizing its own plan.
308,3,SFU,04_SFU/01_Plans-and-Strategies,2025_SFU_Design-and-Definitions-strategy-methodology.url,https://www.sfu.ca/sustainability/sustainability-plan/sustainability-strategy/design-and-definitions.html,2025,Methodology,Plans-and-Strategies,Fetched,,Policy/Planning,"Documents a 5-stage design process (consultation, materiality study, internal alignment, framework selection, validation) and anchors definitions in the Brundtland Report.",Reusable definitional language and a defensible process narrative for board approval.
309,3,SFU,04_SFU/01_Plans-and-Strategies,2025_SFU_2020-2025-Sustainability-and-Climate-Action-Report.url,https://www.sfu.ca/sustainability/reports/24-25.html,2025,Report,Plans-and-Strategies,Fetched,PRIORITY,Carbon Zero; Investment; Performance Measurement,"End-of-plan report: 50% GHG cut vs 2007, ~95% renewable energy on Burnaby campus, full fossil-fuel divestment, 74% investment carbon-intensity cut, 18 to 150+ initiatives, $50.8M raised, 563 sustainability courses.",Template for a capstone year-6 report card. Exact KPI language OC can adapt.
310,3,SFU,04_SFU/03_STARS,2018_SFU_STARS-Report-2018-v2.1-Gold-73.90-expired-2021.url,https://reports.aashe.org/institutions/simon-fraser-university-bc/report/2018-10-05/,2018,STARS,STARS,Fetched,,All 4 focus areas,"Gold, 73.90/100. SFU's most recent submission. No renewal since, so the rating lapsed in 2021.","Credit-by-credit checklist, plus a cautionary example of letting a rating lapse."
311,3,SFU,04_SFU/08_Governance-and-Policy,nd_SFU_Responsible-Investment-Policy-Board-Policy-B10.16.url,https://www.sfu.ca/policies/gazette/board/B10-16.html,Current,Policy,Governance-and-Policy,Fetched,,Investment,"Defines responsible investing via ESG integration and active ownership, with divestment as a last resort.","Engagement-first, divestment-as-last-resort language. A defensible middle path if OC isn't ready for a hard mandate."
312,3,SFU,04_SFU/08_Governance-and-Policy,2021_SFU_SFU-commits-to-full-fossil-fuel-divestment-President's-statement.url,https://www.sfu.ca/president/statements/community-messages/2021/sfu-commits-to-full-divestment-from-fossil-fuels.html,2021,Statement,Governance-and-Policy,Seen in search,,Investment,Public commitment to divest fully by 2025.,Public commitment statement and timeline structure.
313,3,SFU,04_SFU/08_Governance-and-Policy,2026_SFU_SFU-completes-fossil-fuel-divestment-news-release.url,https://www.sfu.ca/sfunews/stories/2026/01/sfu-completes-fossil-fuel-divestment--reinforcing-commitment-to-.html,2026,News,Governance-and-Policy,Seen in search,,Investment,"Confirms zero direct fossil fuel investments, ~5% residual indirect exposure.",Numbers to benchmark against: 74% carbon-intensity reduction vs a 45% target.
314,3,SFU,04_SFU/06_Waste-and-Procurement,nd_SFU_Sustainable-Procurement-program.url,https://www.sfu.ca/finance/services/procurement/sustainable-procurement.html,Current,Program,Waste-and-Procurement,Fetched,,Supply Chain,"Built on Purchasing Policy AD11.01, covering environmental impact, social procurement, supply-chain diversity, poverty reduction and inclusive growth.",A 5-criteria sustainable-procurement rubric OC can adapt directly.
315,3,SFU,04_SFU/06_Waste-and-Procurement,nd_SFU_Purchasing-Policy-AD-11.01.url,https://www.sfu.ca/policies/gazette/administrative/ad11-01.html,Current,Policy,Waste-and-Procurement,Seen in search,,Supply Chain,Base procurement policy referenced by the sustainable procurement program.,Policy to program to compliance-report linkage model.
316,3,SFU,04_SFU/06_Waste-and-Procurement,nd_SFU_Ethical-Procurement-Policy-AD-11.21.url,https://www.sfu.ca/policies/gazette/administrative/ad11-21.html,Current,Policy,Waste-and-Procurement,Seen in search,,Supply Chain,Companion ethical-sourcing policy.,Adds a labour/ethics dimension OC's framework does not yet separately name.
317,3,SFU,04_SFU/05_Energy-and-Buildings,2010_SFU_Green-Labs-Program.url,https://www.sfu.ca/fs/projects-initiatives/sustainable-initiatives/energy-conservation/green-labs.html,Since 2010,Program,Energy-and-Buildings,Fetched,,Infrastructure (Energy); Applied Research,"Targets 2%/yr energy reduction and ~$25,000/yr savings using a Pulse Energy dashboard and lab Energy Committees.","A building-level Energy Committee plus dashboard plus curriculum tie-in model, transferable to OC science and trades labs. Good year-1 quick win."
318,3,SFU,04_SFU/06_Waste-and-Procurement,nd_SFU_Waste-Reduction-Four-Stream-Waste-System.url,https://www.sfu.ca/fs/projects-initiatives/sustainable-initiatives/waste-reduction.html,Ongoing,Program,Waste-and-Procurement,Fetched,,Supply Chain,"Four-stream system with named downstream processors. The Bin Buddies desk-side program removed ~200,000 plastic liners/year.","Bin Buddies is a low-cost, high-visibility win replicable across four campuses."
319,3,SFU,04_SFU/04_Transportation,nd_SFU_Alternative-Transportation-Parking-Sustainable-Mobility.url,https://www.sfu.ca/parking/alternative-transport.html,Ongoing,Program,Transportation,Fetched,,Transportation,"U-Pass, RapidBus, a 30-minute shuttle, a 30-unit Evolve e-bike share, EVO/Modo carshare, carpooling and EV charging.",An e-bike share partnership and dual-carshare-operator model OC could pursue for Kelowna.
320,3,SFU,04_SFU/04_Transportation,nd_SFU_U-Pass-BC-general-info.url,https://www.sfu.ca/students/enrolment-services/upass/general-info.html,Ongoing,Program,Transportation,Seen in search,,Transportation,Standard U-Pass BC program information.,Comparator for OC's open U-Pass question.
321,3,SFU,04_SFU/04_Transportation,nd_SFU_EV-Charging-Stations-page.url,https://www.sfu.ca/parking/alternative-transport/ev-charging-stations.html,Ongoing,Program,Transportation,Seen in search,,Transportation,Campus EV charger locations and policy.,Charger-count and policy disclosure format.
322,3,SFU,04_SFU/04_Transportation,nd_SFU_New-EV-Charger-Additions-Support-Emissions-Goals.url,https://www.sfu.ca/vpfa/news-events/news/ev-charging.html,Recent,News,Transportation,Seen in search,,Transportation; Carbon Zero,Ties charger installations explicitly to emissions targets.,How to tie infrastructure announcements to a numeric GHG target in communications.
323,3,SFU,04_SFU/01_Plans-and-Strategies,nd_SFU_Analyzing-travel-patterns-to-SFU-Steer-Group.url,https://steergroup.com/projects/analyzing-travel-patterns-simon-fraser-university,Recent,Study,Plans-and-Strategies,Seen in search,,Transportation,Third-party consultancy study of multi-campus commute patterns. Content blocked by robots.txt.,"Precedent for commissioning an external commute study, comparable to OC's Urban Systems work."
324,3,SFU,04_SFU/08_Governance-and-Policy,2022_SFU_Embedding-Sustainability-and-Climate-Action-ESCA-Framework.url,https://www.sfu.ca/sustainability/about/our-approach/esca.html,2022-present,Governance,Governance-and-Policy,Fetched,PRIORITY,Organizational Structure; Policy/Planning,Provost and VPs set goals; ESCA leads per VP portfolio form Pods with dedicated communicators; a cross-portfolio Community of Practice links them to the central office.,"The single most transferable governance artifact found. A lightweight, low-headcount coordination model across multiple sites and portfolios."
325,3,SFU,04_SFU/08_Governance-and-Policy,nd_SFU_Sustainability-Policy-GP-38.url,https://www.sfu.ca/policies/gazette/general/gp38.html,Current,Policy,Governance-and-Policy,Seen in search,,Policy/Planning,"Board-level policy establishing sustainability as an institutional accountability, underpinning ESCA.",Template board policy language for OC's top-level anchor.
326,3,SFU,04_SFU/01_Plans-and-Strategies,nd_SFU_Sustainability-and-Climate-Office-About.url,https://www.sfu.ca/sustainability/about/sfu-sustainability.html,Current,Web page,Plans-and-Strategies,Seen in search,,Organizational Structure,"Describes the central office's role, staffing and relationship to the ESCA pods.",Staffing comparator for right-sizing OC's central function.
327,3,SFU,04_SFU/01_Plans-and-Strategies,nd_SFU_Sustainable-Development-Goals-hub.url,https://www.sfu.ca/sustainable-development-goals.html,Current,Web page,Plans-and-Strategies,Seen in search,,UNSDGs,SFU ranked #1 globally for SDG 11 and #5 for SDG 13 in THE Impact Rankings 2023.,Using THE Impact Rankings as a second benchmark alongside STARS.
328,3,SFU,04_SFU/01_Plans-and-Strategies,nd_SFU_Sustainability-Impact-Measurement-Initiative-SIMI.url,https://www.sfu.ca/sustainability/commitments-initiatives.html,Current,Tool,Plans-and-Strategies,Fetched,PRIORITY,Performance Measurement,A centralized internal database feeding both internal tracking and THE Impact Rankings submissions.,One data pipeline feeding multiple external frameworks (STARS + CCAR + THE) instead of re-collecting per report.
329,3,SFU,04_SFU/04_Transportation,nd_SFU_EV-Charging-Alliance-resource-hub.url,https://foresightcac.com/report/electric-vehicle-charging-alliance,Current,Tool hub,Transportation,Fetched,PRIORITY,Transportation; Infrastructure,"Landing page for the Roadmap, Business Case, BC Hydro bulletin, Fleet Survey Results (100+ fleets), Carbon Credit Workshop Learnings, an EV Charger Investment Calculator (Excel) and an interactive Asset Map.",The investment calculator and asset map exist but are gated. Request via the research-requests channel.
330,3,SFU,04_SFU/07_Curriculum-and-Research,nd_SFU_Foresight-Canada-research-requests-contact.url,https://foresightcac.com/research-requests,Current,Contact,Curriculum-and-Research,Seen in search,,Transportation,The intake channel for Alliance tools and materials not published openly.,"The actual entry point for OC to request the calculator, map access and membership details."
331,3,SFU,04_SFU/05_Energy-and-Buildings,nd_SFU_Foresight-Canada-infrastructure-clean-energy-hub.url,https://foresightcac.com/infrastructure#clean-energy,Current,Web page,Energy-and-Buildings,Landing page only,,Transportation; Carbon Zero,References an eMHDV charging infrastructure working group with BC Hydro. A charging-hub Design Guide is noted as coming soon.,A forthcoming design guide OC's fleet team should watch for.
332,3,SFU,04_SFU/01_Plans-and-Strategies,nd_SFU_SFU-Facilities-Sustainable-Development.url,https://www.sfu.ca/fs/projects-initiatives/sustainable-initiatives/sustainable-development.html,Ongoing,Web page,Plans-and-Strategies,Seen in search,,Infrastructure,Green building practices and standards for new construction and retrofits.,Building-standards comparator against OC's Capital Master Plan and VFA data.
333,3,SFU,04_SFU/05_Energy-and-Buildings,2020_SFU_Sustainable-Energy-and-Engineering-Building-SE3P-Surrey.url,https://reveryarchitecture.com/projects/sfu-sustainable-energy-and-engineering-building/,2020s,Case study,Energy-and-Buildings,Seen in search,,Infrastructure; Curriculum,Flagship high-performance building used in SFU's STARS sustainable-building credit.,"A living-lab building combining research, teaching and high-performance design."
334,3,TRU,05_TRU/05_Energy-and-Buildings,2024_TRU_Low-Carbon-District-Energy-System-LCDES.url,https://www.tru.ca/sustainability/lcdes.html,2024-2030,Capital project,Energy-and-Buildings,Fetched,PRIORITY,Infrastructure (Energy); Carbon Zero,"Electrifies heating across 13 buildings with Creative Energy and BC Hydro. Targets a 95% heating-emissions cut by 2030 and >100,000 tCO2e offset over 30 years.",A real costed decarbonization capital project with a utility + district-energy partner structure. Directly transferable to OC.
335,3,TRU,05_TRU/03_STARS,2022_TRU_TRU-STARS-Report-v2.2-Platinum-86.17.url,https://reports.aashe.org/institutions/thompson-rivers-university-bc/report/2022-05-31/,2022,STARS,STARS,Fetched,PRIORITY,All 13 impact areas,"86.17/100, Platinum, expired Oct 31 2025. The highest-scoring BC teaching institution on record.",The master credit crosswalk for an institution at OC's scale and mandate.
336,3,TRU,05_TRU/03_STARS,2018_TRU_TRU-STARS-Report-v2.1-Platinum.url,https://reports.aashe.org/institutions/thompson-rivers-university-bc/report/2018-05-31/,2018,STARS,STARS,Verified (list),,All 13 impact areas,Also Platinum. TRU claims to be the first Canadian institution to reach double platinum.,"Confirms top-tier performance at this scale is sustainable over time, not a one-off."
337,3,TRU,05_TRU/03_STARS,2011_TRU_TRU-STARS-Reports-v2.0-2015-Gold-and-v1.1-2011-Silver.url,https://reports.aashe.org/institutions/thompson-rivers-university-bc/report/2015-03-03/,"2011, 2015",STARS,STARS,Verified (list),PRIORITY,Policy/Planning,"Silver to Gold to Platinum to Platinum, 2011-2022.",A realistic multi-cycle rating-improvement pathway OC can cite when setting T3.
338,3,UFV,06_UFV/01_Plans-and-Strategies,2023_UFV_Sustainability-Action-Pathway-in-development.url,https://www.ufv.ca/sustainable-ufv/commitment/plans-policies-reports/sustainability-action-pathway/,2023-ongoing,Plan (in progress),Plans-and-Strategies,Fetched,PRIORITY,Policy/Planning; Indigenous relationality; UNSDGs,"Being co-developed with consultancy SSG, explicitly folding SDGs, EDI and Indigenization alongside operations, academics and research. Will include an action catalogue, implementation framework and KPIs.","A live comparator process OC can shadow in real time, since both plans are being built in the same period."
339,3,UFV,06_UFV/11_Climate-Risk-and-Resilience,2024_UFV_Energy-and-Climate-Resilience-Pathway-Plan-in-development.url,https://www.ufv.ca/sustainable-ufv/commitment/plans-policies-reports/climate-resilience-pathway/,2024 target,Plan (in progress),Climate-Risk-and-Resilience,Fetched,PRIORITY,Infrastructure (Energy); Climate Resilience,"Three-phase method: energy/emissions audits plus climate-vulnerability screening, then a resilience/risk assessment, then stakeholder-engaged pathways modelling. Covers two campuses.",The clearest exportable climate-resilience methodology found in this whole scan. Directly usable for OC's cross-cutting resilience workstream.
